Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,mpaa_rating,added_to_netflix,flixable_url,totalSeasons
Singapore Social,2019,N/A,22 Nov 2019,N/A,Reality-TV,N/A,N/A,Nicole Ong,A Reality TV-series following a group of young Singaporeans.,English,"Singapore, USA",N/A,https://m.media-amazon.com/images/M/MV5BYmQ0NmM5ZjEtMTNiZS00MjIxLWI1NDMtMTM0NGJhYjAyYWE5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,135,tt11194508,series,,,,,True,TV-MA,"November 22, 2019",http://www.flixable.com/title/80245262/,N/A
The Dragon Prince,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-Y7-FV,"November 22, 2019",http://www.flixable.com/title/80212245/,
Trolls: The Beat Goes On!,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-Y7,"November 22, 2019",http://www.flixable.com/title/80117560/,
Mortel,2019,N/A,21 Nov 2019,40 min,"Horror, Sci-Fi",N/A,Frédéric Garcia,"Carl Malapa, Némo Schiffman, Manon Bresch, Corentin Fila",A group of French teenagers are bound together by a supernatural force.,French,France,N/A,https://m.media-amazon.com/images/M/MV5BMDMyMzQwZjQtODViMy00YWQ2LWI0YzUtNmQ3OWYzMzNlZDE5XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,465,tt8403570,series,,,,,True,TV-MA,"November 21, 2019",http://www.flixable.com/title/80241539/,1
The Knight Before Christmas,2019,TV-PG,21 Nov 2019,92 min,"Adventure, Comedy, Drama, Fantasy, Romance",Monika Mitchell,Cara J. Russell,"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Ella Kenion",A medieval English knight is magically transported to the present day where he falls for a high school science teacher who is disillusioned by love.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzkyZjMyOTAtYzAwZS00NWFiLTkyOWYtYzBlN2E5YTBkMGRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"10,677",tt10060094,movie,N/A,N/A,N/A,N/A,True,TV-14,"November 21, 2019",http://www.flixable.com/title/81026188/,
Adore,2013,R,03 Apr 2013,112 min,"Drama, Romance",Anne Fontaine,"Anne Fontaine (screenplay), Doris Lessing (book), Christopher Hampton (adaptation), Anne Fontaine (adaptation), Christopher Hampton (dialogue)","Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",A pair of childhood friends and neighbors fall for each other's sons.,English,"Australia, France",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjg5ODY2MzcwMF5BMl5BanBnXkFtZTcwODEwNjQ3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.2,"30,535",tt2103267,movie,10 Dec 2013,"$200,000",Exclusive Media,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70267398/,
Bangkok Buddies,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 20, 2019",http://www.flixable.com/title/81152643/,
Be Somebody,2016,PG,10 Jun 2016,88 min,"Comedy, Drama, Romance",Joshua Caldwell,"Lamar Damon, Lamar Damon","Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley","Pop superstar Jordan Jaye has a big dream - he just wants to live like a regular teenager. When he's chased down by some excited female fans, he finds a perfect hideout and a reluctant new ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNGQ0ODA2ZjYtYWUxMy00YzNjLWE4OTMtYmYzN2FkODVjMWNmXkEyXkFqcGdeQXVyMTI4MjIwMjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"3,356",tt5512872,movie,25 Oct 2016,N/A,Studio 71,N/A,True,PG,"November 20, 2019",http://www.flixable.com/title/80108983/,
Bebe's Kids,1992,PG-13,31 Jul 1992,72 min,"Animation, Comedy, Fantasy, Musical",Bruce W. Smith,"Robin Harris (characters), Reginald Hudlin (screenplay)","Robin Harris, Faizon Love, Vanessa Bell Calloway, Wayne Collins","To impress his new girlfriend, a man agrees to look after her friend's kids, only to find that they are uncontrollably rambunctious.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGUzMTUwOTYtNDdjYS00YzJlLTk2ZmMtZWFjZWFmZjNmZmRkXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",N/A,5.7,"4,440",tt0103783,movie,05 Oct 2004,N/A,Paramount Home Entertainment,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/70003046/,
"Bikram: Yogi, Guru, Predator",2019,TV-MA,20 Nov 2019,86 min,"Documentary, Crime",Eva Orner,N/A,"Larissa Anderson, Francesca Asumah, Sarah Baughn, Bikram Choudhury",Tracing from his rise in the 1970s to his disgrace in accusations of rape and sexual harassment in more recent years.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGEzNjU0MTQtNDNlNS00Y2U5LWE5ZmItYWMxNjVhOTRhMzM2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"3,177",tt10883004,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 20, 2019",http://www.flixable.com/title/80221584/,
Black Snake Moan,2006,R,02 Mar 2007,116 min,"Drama, Music",Craig Brewer,Craig Brewer,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson","A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, looks everywhere for love, never quite finding it.",English,USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNzE4NzY0NzM2MF5BMl5BanBnXkFtZTcwMTc4MTY0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.9,"59,188",tt0462200,movie,26 Jun 2007,"$9,262,318",Paramount Vantage,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70053833/,
Carriers,2009,PG-13,02 Sep 2009,84 min,"Drama, Horror, Sci-Fi, Thriller","David Pastor, Àlex Pastor","Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp",Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDNmMDAwMzgtYzA4MC00MWM0LWFkNDMtMmFjNmFhNjRlOTk1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}]",N/A,6.0,"40,677",tt0806203,movie,29 Dec 2009,"$90,820",Paramount Vantage,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/70122722/,
Dorasaani,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 20, 2019",http://www.flixable.com/title/81217738/,
Dream/Killer,2015,Not Rated,04 May 2015,106 min,"Documentary, Crime",Andrew Jenks,N/A,"Kevin Crane, Chuck Erickson, Bill Ferguson, Leslie Ferguson","In 2005, 20-year-old Ryan Ferguson was convicted and sentenced to 40 years in prison for a crime he did not commit, causing his father, Bill, to embark on a 10-year campaign to prove Ryan's innocence.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTU2ODAyNzgwNF5BMl5BanBnXkFtZTgwNzc1MDkzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,636,tt4504438,movie,28 Jun 2016,N/A,N/A,N/A,True,TV-MA,"November 20, 2019",http://www.flixable.com/title/80081990/,
Evolution,2001,PG-13,08 Jun 2001,101 min,"Comedy, Sci-Fi",Ivan Reitman,"Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)","David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott","A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZTU3YjhjZmItNzBjNi00YWVjLWE0ZGQtNGY1NTFmMDczMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.1,"114,929",tt0251075,movie,26 Dec 2001,"$37,571,347",Dreamworks Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/60004471/,
Eye for an Eye,1996,R,12 Jan 1996,101 min,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)","Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"12,421",tt0116260,movie,20 May 2008,N/A,Leo Films,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/60022413/,
Holiday Secrets,2019,N/A,20 Nov 2019,N/A,Drama,N/A,N/A,Corinna Harfouch,A Christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.,German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BODg1NjhhM2UtMjFkZi00YTU5LThiN2YtYmFhYThiMTJjNGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,395,tt11243536,series,,,,,True,TV-MA,"November 20, 2019",http://www.flixable.com/title/81011957/,N/A
Hot Rod,2007,PG-13,03 Aug 2007,88 min,"Comedy, Sport",Akiva Schaffer,Pam Brady,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride",Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjYwNjA3OTY0Nl5BMl5BanBnXkFtZTcwNDMyNDUzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"71,876",tt0787475,movie,27 Nov 2007,"$13,900,000",Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/70058022/,
It Takes Two,1995,PG,17 Nov 1995,101 min,"Comedy, Family, Romance",Andy Tennant,Deborah Dean Davis,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen","Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.9,"19,002",tt0113442,movie,11 Jun 2002,N/A,Warner Home Video,N/A,True,PG,"November 20, 2019",http://www.flixable.com/title/60022502/,
"Lorena, Light-Footed Woman",2019,N/A,20 Nov 2019,28 min,"Documentary, Short, Sport",Juan Carlos Rulfo,N/A,Lorena Ramirez,"A young woman of the Tarahumara, well-known for their extraordinary long distance running abilities, wins ultramarathons seemingly out of nowhere despite running in sandals.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZTk4MTE5ZWQtNzM1OS00ZjAyLTgxZjAtNDk1MjFhYmZjYmVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,153,tt11162992,movie,N/A,N/A,N/A,N/A,True,TV-G,"November 20, 2019",http://www.flixable.com/title/80244683/,
"Love, Rosie",2014,R,22 Oct 2014,102 min,"Comedy, Romance",Christian Ditter,"Juliette Towhidi (screenplay), Cecelia Ahern (novel)","Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",English,"Germany, UK",N/A,https://m.media-amazon.com/images/M/MV5BMTk0Mzg1MTU1MF5BMl5BanBnXkFtZTgwMjU3ODI2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,7.2,"110,614",tt1638002,movie,05 May 2015,N/A,Film Arcade,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/80028357/,
Mallesham,2019,N/A,14 Jun 2019,131 min,Biography,Raj Rachakonda,"Peddinti Ashok Kumar, Raj Rachakonda","Chakrapani Ananda, Jagadeesh Prathap Bandari, Ghani Durgaprasad, Jhansi","The life of Padma Shri winner Chintakindi Mallesham, who invented the the Asu machine that processes yarn for sarees mechanically, is being recreated in this biopic.",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BNmUzMWY5ZDctZjU1Yi00OWM0LTllNDgtODNkOTk1YWE5YmJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,470,tt9742362,movie,N/A,N/A,N/A,N/A,True,TV-PG,"November 20, 2019",http://www.flixable.com/title/81217739/,
Once Upon a Time in the West,1968,PG-13,04 Jul 1969,165 min,Western,Sergio Leone,"Sergio Donati (screenplay by), Sergio Leone (screenplay by), Dario Argento (from a story by), Bernardo Bertolucci (from a story by), Sergio Leone (from a story by)","Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Italian, Spanish","Italy, USA",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,8.5,"282,036",tt0064116,movie,18 Nov 2003,N/A,Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/60031884/,
She's Out of My League,2010,R,12 Mar 2010,104 min,"Comedy, Romance",Jim Field Smith,"Sean Anders, John Morris","Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.","English, Ukrainian",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.4,"120,003",tt0815236,movie,22 Jun 2010,"$28,712,974",Paramount,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70117289/,
Superstar,1999,PG-13,08 Oct 1999,81 min,"Comedy, Romance",Bruce McCulloch,"Molly Shannon (character), Steve Koren","Molly Shannon, Will Ferrell, Elaine Hendrix, Harland Williams","A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BN2Q2YjFlMzYtYjVlMC00MmZmLTg5MzQtZjUyYmY2N2U5MjIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.1,"17,072",tt0167427,movie,11 Apr 2000,N/A,Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/28631236/,
The Adventures of Tintin,2011,PG,21 Dec 2011,107 min,"Animation, Action, Adventure, Family, Mystery",Steven Spielberg,"Hergé (based on ""The Adventures of Tintin"" by), Steven Moffat (screenplay by), Edgar Wright (screenplay by), Joe Cornish (screenplay by)","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,English,"USA, New Zealand, UK",Nominated for 1 Oscar. Another 22 wins & 62 nominations.,https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"206,478",tt0983193,movie,13 Mar 2012,"$75,300,000",Paramount,N/A,True,PG,"November 20, 2019",http://www.flixable.com/title/70121502/,
The Devil Inside,2012,R,06 Jan 2012,83 min,Horror,William Brent Bell,"William Brent Bell, Matthew Peterman","Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama","In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","English, German, Italian",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,4.2,"34,046",tt1560985,movie,15 May 2012,"$53,245,055",Paramount Pictures,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70215455/,
The First Wives Club,1996,PG,20 Sep 1996,103 min,Comedy,Hugh Wilson,"Olivia Goldsmith (novel), Robert Harling (screenplay)","Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",English,USA,Nominated for 1 Oscar. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzAwZTA3Y2UtMWVlMi00ZmNiLTkzZjAtYjA2YzBhMGMyYzQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"40,052",tt0116313,movie,01 Dec 1998,N/A,Paramount Home Video,N/A,True,PG,"November 20, 2019",http://www.flixable.com/title/506464/,
The Gift,2000,R,19 Jan 2001,111 min,"Drama, Fantasy, Horror, Mystery",Sam Raimi,"Billy Bob Thornton, Tom Epperson","Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes",A woman with extrasensory perception is asked to help find a young woman who has disappeared.,English,USA,8 nominations.,https://m.media-amazon.com/images/M/MV5BNTUzMDY3ZDAtY2RiNC00ZGM4LWJjNmMtNWU0MGVjOWVkNjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"60,200",tt0219699,movie,06 Nov 2001,"$11,151,502",Paramount Classics,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/60003508/,
"The Goods: Live Hard, Sell Hard",2009,R,14 Aug 2009,89 min,Comedy,Neal Brennan,"Andy Stock, Rick Stempson","Jeremy Piven, Ving Rhames, James Brolin, David Koechner",Used-car liquidator Don Ready is hired by a flailing auto dealership to turn their Fourth of July sale into a majorly profitable event.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTMwNDI1OTk3MF5BMl5BanBnXkFtZTcwMzY5MDI2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.8,"19,946",tt1092633,movie,10 Nov 2009,"$15,000,327",Paramount Vantage,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70105132/,
The Longest Yard,1974,R,30 Aug 1974,121 min,"Comedy, Crime, Drama, Sport",Robert Aldrich,"Tracy Keenan Wynn (screenplay), Al Ruddy (story)","Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad","A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",English,USA,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZmQ4NjY0MWItZGZlNS00MTgwLThkMjgtOTg0YzE0YWE3YzBiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"15,829",tt0071771,movie,30 Jan 2001,N/A,Paramount Home Video,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/60004083/,
The Love Guru,2008,PG-13,20 Jun 2008,87 min,"Comedy, Romance, Sport",Marco Schnabel,"Mike Myers, Graham Gordy","Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra","Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.",English,"UK, Germany, USA",5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3OTY1MTQ3MF5BMl5BanBnXkFtZTcwMDIzMTM3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,3.8,"48,630",tt0811138,movie,16 Sep 2008,"$32,178,777",Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/70087538/,
The Rainmaker,1997,PG-13,21 Nov 1997,135 min,"Crime, Drama, Thriller",Francis Ford Coppola,"John Grisham (novel), Francis Ford Coppola (screenplay), Michael Herr (narration)","Matt Damon, Danny DeVito, Claire Danes, Jon Voight",An underdog lawyer takes on a fraudulent insurance company.,English,"USA, Germany",Nominated for 1 Golden Globe. Another 2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjdlMjI2ZjgtN2ViOS00ZmI0LWE0ZTMtZjg1ZjczYWYzOGZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.2,"58,528",tt0119978,movie,17 Nov 1998,N/A,Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/1181661/,
What's Eating Gilbert Grape,1993,PG-13,04 Mar 1994,118 min,Drama,Lasse Hallström,"Peter Hedges (novel), Peter Hedges (screenplay)","Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,English,USA,Nominated for 1 Oscar. Another 8 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.8,"203,105",tt0108550,movie,17 Nov 2001,N/A,Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/60011552/,
Who Killed Little Gregory?,2019,N/A,20 Nov 2019,N/A,"Documentary, Crime",N/A,N/A,"Page Leong, William Salyers, James Simenc, Peter James Smith","When their 4-year-old son is murdered, a young couple fights a twisting and arduous battle trying to identify a frustratingly elusive killer.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNDhhYzZiMzUtMmY2Zi00MThiLWIwYTMtOWQyNmQ0ZjBjNzRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"1,185",tt11269714,series,,,,,True,TV-MA,"November 20, 2019",http://www.flixable.com/title/80222157/,N/A
World Trade Center,2006,PG-13,09 Aug 2006,129 min,"Drama, History, Thriller",Oliver Stone,"Andrea Berloff, John McLoughlin (true story), Donna McLoughlin (true story), William Jimeno (true story), Allison Jimeno (true story)","Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni",Two Port Authority police officers become trapped under the rubble of the World Trade Center.,English,USA,4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTIxMzE5ODEwOV5BMl5BanBnXkFtZTcwMzM3MzIzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,5.9,"75,331",tt0469641,movie,29 Jan 2007,"$70,236,496",Paramount Pictures,N/A,True,PG-13,"November 20, 2019",http://www.flixable.com/title/70044693/,
